Time;Step;File;Log;Visa;Plate
20170321_11:55:32;SA;Emergency stop; LOG;;preservative n1
20170321_11:55:35;SA;gcode/20170321_11:55:35Method.gcode;gcode/20170321_11:55:35Method.gcode;;preservative n1
20170321_12:32:21;Connection;NA;Board disconnection;;preservative n1
20170321_14:03:00;Connection;NA;Board connection;;test
20170321_14:08:25;Connection;NA;Board disconnection;;test
20170321_15:56:22;Connection;NA;Board connection;;test
20170321_16:14:02;SA;gcode/20170321_16:14:02Method.gcode;gcode/20170321_16:14:02Method.gcode;;pesticides_n3
20170321_16:14:54;SA;Emergency stop; LOG;;pesticides_n3
20170321_16:15:24;SA;gcode/20170321_16:15:24Method.gcode;gcode/20170321_16:15:24Method.gcode;;pesticides_n3
20170321_16:25:19;SA;Emergency stop; LOG;;pesticides_n4
20170321_16:25:20;SA;gcode/20170321_16:25:20Method.gcode;gcode/20170321_16:25:20Method.gcode;;pesticides_n4
20170321_16:51:02;Connection;NA;Board disconnection;;pesticides_n4
20170321_16:51:16;Connection;NA;Board connection;;pesticides_n4
20170321_16:57:49;Deriv;gcode/20170321_16:57:49Method.gcode;gcode/20170321_16:57:49Method.gcode;;pesticides_n4
20170321_17:02:05;Deriv;gcode/20170321_17:02:05Method.gcode;gcode/20170321_17:02:05Method.gcode;;pesticides_n4
20170321_17:02:07;Deriv;Emergency stop; LOG;;pesticides_n4
20170321_17:02:07;Deriv;gcode/20170321_17:02:07Method.gcode;gcode/20170321_17:02:07Method.gcode;;pesticides_n4
20170321_17:03:26;Deriv;gcode/20170321_17:03:26Method.gcode;gcode/20170321_17:03:26Method.gcode;;pesticides_n4
20170321_17:03:27;Deriv;Emergency stop; LOG;;pesticides_n4
20170321_17:03:28;Deriv;gcode/20170321_17:03:28Method.gcode;gcode/20170321_17:03:28Method.gcode;;pesticides_n4
20170321_17:04:16;Deriv;Emergency stop; LOG;;pesticides_n4
20170321_17:04:20;Deriv;gcode/20170321_17:04:20Method.gcode;gcode/20170321_17:04:20Method.gcode;;pesticides_n4
20170321_17:04:43;Deriv;gcode/20170321_17:04:43Method.gcode;gcode/20170321_17:04:43Method.gcode;;pesticides_n4
20170321_17:04:44;Deriv;Emergency stop; LOG;;pesticides_n4
20170321_17:04:44;Deriv;gcode/20170321_17:04:44Method.gcode;gcode/20170321_17:04:44Method.gcode;;pesticides_n4
20170321_17:07:03;Deriv;Emergency stop; LOG;;pesticides_n4
20170321_17:07:04;Deriv;gcode/20170321_17:07:04Method.gcode;gcode/20170321_17:07:04Method.gcode;;pesticides_n4
20170321_17:08:10;Deriv;Emergency stop; LOG;;pesticides_n4
20170321_17:08:11;Deriv;gcode/20170321_17:08:11Method.gcode;gcode/20170321_17:08:11Method.gcode;;pesticides_n4
20170321_17:08:18;Deriv;Emergency stop; LOG;;pesticides_n4
20170321_17:08:20;Deriv;gcode/20170321_17:08:20Method.gcode;gcode/20170321_17:08:20Method.gcode;;pesticides_n4
20170321_17:08:21;Deriv;Emergency stop; LOG;;pesticides_n4
20170321_17:08:38;Connection;NA;Board disconnection;;pesticides_n4
20170321_17:11:31;Connection;NA;Board connection;;test
20170321_17:12:58;Deriv;gcode/20170321_17:12:58Method.gcode;gcode/20170321_17:12:58Method.gcode;;test
20170321_17:13:02;Connection;NA;Board disconnection;;test
20170321_17:13:05;Connection;NA;Board connection;;test
20170321_17:13:16;Deriv;Emergency stop; LOG;;test
20170321_17:13:40;Deriv;gcode/20170321_17:13:40Method.gcode;gcode/20170321_17:13:40Method.gcode;;test
20170321_17:13:45;Deriv;Emergency stop; LOG;;test
20170321_17:13:49;Deriv;gcode/20170321_17:13:49Method.gcode;gcode/20170321_17:13:49Method.gcode;;test
20170321_17:26:44;test_ink;gcode/20170321_17:26:44test_ink.gcode;gcode/20170321_17:26:44test_ink.gcode;;test
20170321_17:26:51;test_ink;gcode/20170321_17:26:51test_ink.gcode;gcode/20170321_17:26:51test_ink.gcode;;test
20170321_17:28:05;test_ink;gcode/20170321_17:28:05test_ink.gcode;gcode/20170321_17:28:05test_ink.gcode;;test
20170321_17:28:07;test_ink;gcode/20170321_17:28:07test_ink.gcode;gcode/20170321_17:28:07test_ink.gcode;;test
20170321_17:28:07;test_ink;gcode/20170321_17:28:07test_ink.gcode;gcode/20170321_17:28:07test_ink.gcode;;test
20170321_17:28:08;test_ink;gcode/20170321_17:28:08test_ink.gcode;gcode/20170321_17:28:08test_ink.gcode;;test
20170321_17:28:08;test_ink;gcode/20170321_17:28:08test_ink.gcode;gcode/20170321_17:28:08test_ink.gcode;;test
20170321_17:28:08;test_ink;gcode/20170321_17:28:08test_ink.gcode;gcode/20170321_17:28:08test_ink.gcode;;test
20170321_17:28:08;test_ink;gcode/20170321_17:28:08test_ink.gcode;gcode/20170321_17:28:08test_ink.gcode;;test
20170321_17:28:09;test_ink;gcode/20170321_17:28:09test_ink.gcode;gcode/20170321_17:28:09test_ink.gcode;;test
20170321_17:28:09;test_ink;gcode/20170321_17:28:09test_ink.gcode;gcode/20170321_17:28:09test_ink.gcode;;test
20170321_17:28:09;test_ink;gcode/20170321_17:28:09test_ink.gcode;gcode/20170321_17:28:09test_ink.gcode;;test
20170321_17:28:09;test_ink;gcode/20170321_17:28:09test_ink.gcode;gcode/20170321_17:28:09test_ink.gcode;;test
20170321_17:28:10;test_ink;gcode/20170321_17:28:10test_ink.gcode;gcode/20170321_17:28:10test_ink.gcode;;test
20170321_17:28:10;test_ink;gcode/20170321_17:28:10test_ink.gcode;gcode/20170321_17:28:10test_ink.gcode;;test
20170321_17:28:10;test_ink;gcode/20170321_17:28:10test_ink.gcode;gcode/20170321_17:28:10test_ink.gcode;;test
20170321_17:28:10;test_ink;gcode/20170321_17:28:10test_ink.gcode;gcode/20170321_17:28:10test_ink.gcode;;test
20170321_17:28:11;test_ink;gcode/20170321_17:28:11test_ink.gcode;gcode/20170321_17:28:11test_ink.gcode;;test
20170321_17:28:11;test_ink;gcode/20170321_17:28:11test_ink.gcode;gcode/20170321_17:28:11test_ink.gcode;;test
20170321_17:28:11;test_ink;gcode/20170321_17:28:11test_ink.gcode;gcode/20170321_17:28:11test_ink.gcode;;test
20170321_17:28:11;test_ink;gcode/20170321_17:28:11test_ink.gcode;gcode/20170321_17:28:11test_ink.gcode;;test
20170321_17:28:13;test_ink;gcode/20170321_17:28:13test_ink.gcode;gcode/20170321_17:28:13test_ink.gcode;;test
20170321_17:28:14;test_ink;gcode/20170321_17:28:14test_ink.gcode;gcode/20170321_17:28:14test_ink.gcode;;test
20170321_17:28:14;test_ink;gcode/20170321_17:28:14test_ink.gcode;gcode/20170321_17:28:14test_ink.gcode;;test
20170321_17:28:15;test_ink;gcode/20170321_17:28:15test_ink.gcode;gcode/20170321_17:28:15test_ink.gcode;;test
20170321_17:28:16;test_ink;gcode/20170321_17:28:16test_ink.gcode;gcode/20170321_17:28:16test_ink.gcode;;test
20170321_17:28:21;test_ink;gcode/20170321_17:28:21test_ink.gcode;gcode/20170321_17:28:21test_ink.gcode;;test
20170321_17:28:23;test_ink;gcode/20170321_17:28:23test_ink.gcode;gcode/20170321_17:28:23test_ink.gcode;;test
20170321_17:28:26;test_ink;gcode/20170321_17:28:26test_ink.gcode;gcode/20170321_17:28:26test_ink.gcode;;test
20170321_17:28:31;test_ink;gcode/20170321_17:28:31test_ink.gcode;gcode/20170321_17:28:31test_ink.gcode;;test
20170321_17:28:34;test_ink;gcode/20170321_17:28:34test_ink.gcode;gcode/20170321_17:28:34test_ink.gcode;;test
20170321_17:30:04;test_ink;gcode/20170321_17:30:04test_ink.gcode;gcode/20170321_17:30:04test_ink.gcode;;test
20170321_17:30:31;test_ink;gcode/20170321_17:30:31test_ink.gcode;gcode/20170321_17:30:31test_ink.gcode;;test
20170321_17:30:39;test_ink;gcode/20170321_17:30:39test_ink.gcode;gcode/20170321_17:30:39test_ink.gcode;;test
20170321_17:31:24;Deriv;gcode/20170321_17:31:24Method.gcode;gcode/20170321_17:31:24Method.gcode;;test
20170321_17:31:25;Deriv;Emergency stop; LOG;;test
20170321_17:31:26;Deriv;gcode/20170321_17:31:26Method.gcode;gcode/20170321_17:31:26Method.gcode;;test
20170321_17:33:21;Deriv;gcode/20170321_17:33:21Method.gcode;gcode/20170321_17:33:21Method.gcode;;test
20170321_17:33:22;Deriv;Emergency stop; LOG;;test
20170321_17:33:23;Deriv;gcode/20170321_17:33:23Method.gcode;gcode/20170321_17:33:23Method.gcode;;test
20170321_17:34:07;Deriv;Emergency stop; LOG;;test
20170321_17:34:08;Deriv;gcode/20170321_17:34:08Method.gcode;gcode/20170321_17:34:08Method.gcode;;test
20170321_17:38:59;Deriv;Emergency stop; LOG;;test
20170321_17:43:13;Deriv;gcode/20170321_17:43:13Method.gcode;gcode/20170321_17:43:13Method.gcode;;test
20170321_17:43:29;Deriv;Emergency stop; LOG;;test
20170321_17:43:30;Deriv;gcode/20170321_17:43:30Method.gcode;gcode/20170321_17:43:30Method.gcode;;test
20170321_17:43:45;Deriv;Emergency stop; LOG;;test
20170321_17:43:46;Deriv;gcode/20170321_17:43:46Method.gcode;gcode/20170321_17:43:46Method.gcode;;test
20170321_17:44:09;Deriv;gcode/20170321_17:44:09Method.gcode;gcode/20170321_17:44:09Method.gcode;;test
20170321_17:44:10;Deriv;Emergency stop; LOG;;test
20170321_17:44:10;Deriv;gcode/20170321_17:44:10Method.gcode;gcode/20170321_17:44:10Method.gcode;;test
20170321_17:44:34;Deriv;Emergency stop; LOG;;test
20170321_17:44:35;Deriv;gcode/20170321_17:44:35Method.gcode;gcode/20170321_17:44:35Method.gcode;;test
20170321_17:45:16;Deriv;Emergency stop; LOG;;test
20170321_17:45:16;Deriv;gcode/20170321_17:45:16Method.gcode;gcode/20170321_17:45:16Method.gcode;;test
20170321_17:51:40;Connection;NA;Board disconnection;;test
20170321_18:03:09;Connection;NA;Board connection;;test
20170321_18:03:13;test_ink;gcode/20170321_18:03:13test_ink.gcode;gcode/20170321_18:03:13test_ink.gcode;;test
20170321_18:03:20;test_ink;gcode/20170321_18:03:20test_ink.gcode;gcode/20170321_18:03:20test_ink.gcode;;test
20170321_18:03:46;test_ink;gcode/20170321_18:03:46test_ink.gcode;gcode/20170321_18:03:46test_ink.gcode;;test
20170321_18:04:16;test_ink;gcode/20170321_18:04:16test_ink.gcode;gcode/20170321_18:04:16test_ink.gcode;;test
20170321_18:04:50;test_ink;gcode/20170321_18:04:50test_ink.gcode;gcode/20170321_18:04:50test_ink.gcode;;test
20170321_18:23:23;Connection;NA;Board disconnection;;test
20170321_18:25:40;Connection;NA;Board connection;;test
20170321_18:41:57;test_ink;gcode/20170321_18:41:57test_ink.gcode;gcode/20170321_18:41:57test_ink.gcode;;pesticide n5
20170321_18:42:09;test_ink;gcode/20170321_18:42:09test_ink.gcode;gcode/20170321_18:42:09test_ink.gcode;;pesticide n5
20170321_18:42:13;test_ink;gcode/20170321_18:42:13test_ink.gcode;gcode/20170321_18:42:13test_ink.gcode;;pesticide n5
20170321_18:42:17;test_ink;gcode/20170321_18:42:17test_ink.gcode;gcode/20170321_18:42:17test_ink.gcode;;pesticide n5
20170321_18:45:53;test_ink;gcode/20170321_18:45:53test_ink.gcode;gcode/20170321_18:45:53test_ink.gcode;;pesticide n5
20170321_18:47:52;SA;gcode/20170321_18:47:52Method.gcode;gcode/20170321_18:47:52Method.gcode;;pesticide n5
20170321_19:20:11;Connection;NA;Board disconnection;;pesticide n5
20170322_10:52:42;Connection;NA;Board connection;;test
20170322_10:52:56;Connection;NA;Board disconnection;;test
20170322_11:26:10;Connection;NA;Board connection;;test
20170322_11:32:11;Connection;NA;Board disconnection;;test
20170322_11:32:11;Connection;NA;Board disconnection;;test
20170322_11:32:48;Connection;NA;Board connection;;test
20170322_11:33:15;Deriv;gcode/20170322_11:33:15Method.gcode;gcode/20170322_11:33:15Method.gcode;;test
20170322_11:40:59;Connection;NA;Board connection;;test
20170322_11:41:13;Connection;NA;Board disconnection;;test
20170322_11:41:23;Connection;NA;Board connection;;test
20170322_11:41:49;Connection;NA;Board disconnection;;test
20170322_11:43:23;Connection;NA;Board connection;;test
20170322_11:43:47;Deriv;gcode/20170322_11:43:47Method.gcode;gcode/20170322_11:43:47Method.gcode;;test
20170322_11:44:01;Deriv;Emergency stop; LOG;;test
20170322_11:45:44;test_ink;gcode/20170322_11:45:44test_ink.gcode;gcode/20170322_11:45:44test_ink.gcode;;test
20170322_11:45:45;test_ink;gcode/20170322_11:45:45test_ink.gcode;gcode/20170322_11:45:45test_ink.gcode;;test
20170322_11:45:46;test_ink;gcode/20170322_11:45:46test_ink.gcode;gcode/20170322_11:45:46test_ink.gcode;;test
20170322_11:45:46;test_ink;gcode/20170322_11:45:46test_ink.gcode;gcode/20170322_11:45:46test_ink.gcode;;test
20170322_11:45:46;test_ink;gcode/20170322_11:45:46test_ink.gcode;gcode/20170322_11:45:46test_ink.gcode;;test
20170322_11:45:47;test_ink;gcode/20170322_11:45:47test_ink.gcode;gcode/20170322_11:45:47test_ink.gcode;;test
20170322_11:45:47;test_ink;gcode/20170322_11:45:47test_ink.gcode;gcode/20170322_11:45:47test_ink.gcode;;test
20170322_11:45:48;test_ink;gcode/20170322_11:45:48test_ink.gcode;gcode/20170322_11:45:48test_ink.gcode;;test
20170322_11:45:53;test_ink;gcode/20170322_11:45:53test_ink.gcode;gcode/20170322_11:45:53test_ink.gcode;;test
20170322_11:45:55;test_ink;gcode/20170322_11:45:55test_ink.gcode;gcode/20170322_11:45:55test_ink.gcode;;test
20170322_11:45:57;test_ink;gcode/20170322_11:45:57test_ink.gcode;gcode/20170322_11:45:57test_ink.gcode;;test
20170322_11:46:00;test_ink;gcode/20170322_11:46:00test_ink.gcode;gcode/20170322_11:46:00test_ink.gcode;;test
20170322_11:46:02;test_ink;gcode/20170322_11:46:02test_ink.gcode;gcode/20170322_11:46:02test_ink.gcode;;test
20170322_11:46:04;test_ink;gcode/20170322_11:46:04test_ink.gcode;gcode/20170322_11:46:04test_ink.gcode;;test
20170322_11:46:06;test_ink;gcode/20170322_11:46:06test_ink.gcode;gcode/20170322_11:46:06test_ink.gcode;;test
20170322_11:46:08;test_ink;gcode/20170322_11:46:08test_ink.gcode;gcode/20170322_11:46:08test_ink.gcode;;test
20170322_11:46:11;test_ink;gcode/20170322_11:46:11test_ink.gcode;gcode/20170322_11:46:11test_ink.gcode;;test
20170322_11:46:13;test_ink;gcode/20170322_11:46:13test_ink.gcode;gcode/20170322_11:46:13test_ink.gcode;;test
20170322_11:46:15;test_ink;gcode/20170322_11:46:15test_ink.gcode;gcode/20170322_11:46:15test_ink.gcode;;test
20170322_11:50:06;Deriv;gcode/20170322_11:50:06Method.gcode;gcode/20170322_11:50:06Method.gcode;;test
20170322_11:57:04;Deriv;gcode/20170322_11:57:04Method.gcode;gcode/20170322_11:57:04Method.gcode;;test
20170322_11:57:05;Deriv;Emergency stop; LOG;;test
20170322_11:57:06;Deriv;gcode/20170322_11:57:06Method.gcode;gcode/20170322_11:57:06Method.gcode;;test
20170322_15:25:41;Connection;NA;Board connection;;test
20170322_15:28:54;Connection;NA;Board connection;;test
20170322_15:30:21;Connection;NA;Board connection;;test
20170322_15:30:36;Connection;NA;Board disconnection;;test
20170322_17:39:13;Connection;NA;Board connection;;test
20170322_17:45:15;SA;gcode/20170322_17:45:15Method.gcode;gcode/20170322_17:45:15Method.gcode;;test
20170322_17:45:39;SA;gcode/20170322_17:45:39Method.gcode;gcode/20170322_17:45:39Method.gcode;;test
20170322_17:45:40;SA;Emergency stop; LOG;;test
20170322_17:45:41;SA;gcode/20170322_17:45:41Method.gcode;gcode/20170322_17:45:41Method.gcode;;test
20170322_17:47:19;SA;Emergency stop; LOG;;test
20170322_17:47:20;SA;gcode/20170322_17:47:20Method.gcode;gcode/20170322_17:47:20Method.gcode;;test
20170322_17:50:29;SA;Emergency stop; LOG;;test
20170322_17:50:30;SA;gcode/20170322_17:50:30Method.gcode;gcode/20170322_17:50:30Method.gcode;;test
20170322_17:55:07;SA;Emergency stop; LOG;;test
20170322_17:55:08;SA;gcode/20170322_17:55:08Method.gcode;gcode/20170322_17:55:08Method.gcode;;test
20170322_18:13:53;SA;gcode/20170322_18:13:53Method.gcode;gcode/20170322_18:13:53Method.gcode;;test
20170322_18:13:54;SA;Emergency stop; LOG;;test
20170322_18:13:54;SA;gcode/20170322_18:13:54Method.gcode;gcode/20170322_18:13:54Method.gcode;;test
20170322_18:15:38;SA;Emergency stop; LOG;;test
20170322_18:15:39;SA;gcode/20170322_18:15:39Method.gcode;gcode/20170322_18:15:39Method.gcode;;test
20170322_18:18:21;SA;Emergency stop; LOG;;test
20170322_18:18:24;SA;gcode/20170322_18:18:24Method.gcode;gcode/20170322_18:18:24Method.gcode;;test
20170322_18:22:54;SA;Emergency stop; LOG;;test
20170322_18:22:59;SA;gcode/20170322_18:22:59Method.gcode;gcode/20170322_18:22:59Method.gcode;;test
20170322_18:36:19;Connection;NA;Board disconnection;;test
20170323_08:53:59;Connection;NA;Board connection;;test
20170323_10:11:59;Connection;NA;Board disconnection;;test
20170326_15:31:28;Connection;NA;Board connection;;test
20170326_15:31:52;Connection;NA;Board disconnection;;test
20170326_15:32:54;Connection;NA;Board connection;;test
20170326_16:13:18;SA;gcode/20170326_16:13:18Method.gcode;gcode/20170326_16:13:18Method.gcode;;preservatives_n2
20170326_16:29:57;Connection;NA;Board disconnection;;preservatives_n2
20170326_16:30:04;Connection;NA;Board connection;;preservatives_n2
20170326_16:31:32;Connection;NA;Board connection;;preservatives_n2
20170326_16:32:03;Connection;NA;Board connection;;preservatives_n2
20170326_16:32:48;Connection;NA;Board connection;;preservatives_n2
20170326_16:37:00;SA;gcode/20170326_16:37:00Method.gcode;gcode/20170326_16:37:00Method.gcode;;preservatives_n2
20170326_16:40:03;SA;Emergency stop; LOG;;preservatives_n2
20170326_16:40:09;SA;gcode/20170326_16:40:09Method.gcode;gcode/20170326_16:40:09Method.gcode;;preservatives_n2
20170326_16:44:15;SA;gcode/20170326_16:44:15Method.gcode;gcode/20170326_16:44:15Method.gcode;;preservatives_n2
20170326_16:44:17;SA;Emergency stop; LOG;;preservatives_n2
20170326_16:44:18;SA;gcode/20170326_16:44:18Method.gcode;gcode/20170326_16:44:18Method.gcode;;preservatives_n2
20170326_16:44:35;SA;Emergency stop; LOG;;preservatives_n2
20170326_16:44:36;SA;gcode/20170326_16:44:36Method.gcode;gcode/20170326_16:44:36Method.gcode;;preservatives_n2
20170326_16:44:38;SA;Emergency stop; LOG;;preservatives_n2
20170326_16:44:41;Connection;NA;Board disconnection;;preservatives_n2
20170326_16:45:07;Connection;NA;Board connection;;preservatives_n2
20170326_17:08:28;Connection;NA;Board connection;;test
20170326_17:11:44;test_ink;gcode/20170326_17:11:44test_ink.gcode;gcode/20170326_17:11:44test_ink.gcode;;test
20170326_17:11:45;test_ink;gcode/20170326_17:11:45test_ink.gcode;gcode/20170326_17:11:45test_ink.gcode;;test
20170326_17:11:46;test_ink;gcode/20170326_17:11:46test_ink.gcode;gcode/20170326_17:11:46test_ink.gcode;;test
20170326_17:12:00;Connection;NA;Board connection;;test
20170326_17:12:20;SA;gcode/20170326_17:12:20Method.gcode;gcode/20170326_17:12:20Method.gcode;;test
20170326_17:12:36;SA;Emergency stop; LOG;;test
20170326_17:12:43;SA;gcode/20170326_17:12:43Method.gcode;gcode/20170326_17:12:43Method.gcode;;test
20170326_17:14:41;SA;Emergency stop; LOG;;test
20170326_17:19:03;Connection;NA;Board disconnection;;test
20170326_19:30:16;Connection;NA;Board connection;;test
20170326_19:30:46;Connection;NA;Board connection;;test
20170326_19:31:55;test_ink;gcode/20170326_19:31:55test_ink.gcode;gcode/20170326_19:31:55test_ink.gcode;;test
20170326_19:32:08;test_ink;gcode/20170326_19:32:08test_ink.gcode;gcode/20170326_19:32:08test_ink.gcode;;test
20170326_19:32:21;test_ink;gcode/20170326_19:32:21test_ink.gcode;gcode/20170326_19:32:21test_ink.gcode;;test
20170326_19:32:36;test_ink;gcode/20170326_19:32:36test_ink.gcode;gcode/20170326_19:32:36test_ink.gcode;;test
20170326_19:33:24;Connection;NA;Board disconnection;;test
20170326_19:33:28;Connection;NA;Board connection;;test
20170326_19:35:17;Connection;NA;Board disconnection;;test
20170326_19:37:47;Connection;NA;Board connection;;test
20170326_19:41:52;test_ink;gcode/20170326_19:41:52test_ink.gcode;gcode/20170326_19:41:52test_ink.gcode;;test
20170326_19:42:14;test_ink;gcode/20170326_19:42:14test_ink.gcode;gcode/20170326_19:42:14test_ink.gcode;;test
20170326_19:42:15;test_ink;gcode/20170326_19:42:15test_ink.gcode;gcode/20170326_19:42:15test_ink.gcode;;test
20170326_19:42:29;test_ink;gcode/20170326_19:42:29test_ink.gcode;gcode/20170326_19:42:29test_ink.gcode;;test
20170326_19:42:30;test_ink;gcode/20170326_19:42:30test_ink.gcode;gcode/20170326_19:42:30test_ink.gcode;;test
20170326_19:42:31;test_ink;gcode/20170326_19:42:31test_ink.gcode;gcode/20170326_19:42:31test_ink.gcode;;test
20170326_19:42:32;test_ink;gcode/20170326_19:42:32test_ink.gcode;gcode/20170326_19:42:32test_ink.gcode;;test
20170326_19:42:43;test_ink;gcode/20170326_19:42:43test_ink.gcode;gcode/20170326_19:42:43test_ink.gcode;;test
20170326_19:43:28;test_ink;gcode/20170326_19:43:28test_ink.gcode;gcode/20170326_19:43:28test_ink.gcode;;test
20170326_20:01:46;Connection;NA;Board disconnection;;test
20170326_20:02:27;Connection;NA;Board connection;;test
20170326_20:02:31;Connection;NA;Board disconnection;;test
20170327_11:04:34;Connection;NA;Board connection;;test
20170327_11:08:57;test_ink;gcode/20170327_11:08:57test_ink.gcode;gcode/20170327_11:08:57test_ink.gcode;;test
20170327_11:09:09;test_ink;gcode/20170327_11:09:09test_ink.gcode;gcode/20170327_11:09:09test_ink.gcode;;test
